feature_path,transcript
../features\3735.npy,hello
../features\3736.npy,hello
../features\3737.npy,hello
../features\3738.npy,hello
../features\3739.npy,hello
../features\3740.npy,hello
../features\3741.npy,thank
../features\3742.npy,thank
../features\3743.npy,thank
../features\3744.npy,thank
../features\3745.npy,thank
../features\3746.npy,thank
../features\3747.npy,thank
../features\3748.npy,you
../features\3749.npy,you
../features\3750.npy,you
../features\3751.npy,you
../features\3752.npy,you
../features\3753.npy,you
../features\3754.npy,you
../features\3755.npy,please
../features\3756.npy,please
../features\3757.npy,please
../features\3758.npy,please
../features\3759.npy,please
../features\3760.npy,please
../features\3761.npy,please
../features\3762.npy,good
../features\3763.npy,good
../features\3764.npy,good
../features\3765.npy,good
../features\3766.npy,good
../features\3767.npy,good
../features\3768.npy,good
../features\3769.npy,morning
../features\3770.npy,morning
../features\3771.npy,morning
../features\3772.npy,morning
../features\3773.npy,morning
../features\3774.npy,morning
../features\3775.npy,morning
../features\3776.npy,yes
../features\3777.npy,yes
../features\3778.npy,yes
../features\3779.npy,yes
../features\3780.npy,yes
../features\3781.npy,yes
../features\3782.npy,yes
../features\3783.npy,no
../features\3784.npy,no
../features\3785.npy,no
../features\3786.npy,no
../features\3787.npy,no
../features\3788.npy,no
../features\3789.npy,no
../features\3790.npy,hello
../features\3791.npy,hello
../features\3792.npy,hello
../features\3793.npy,hello
../features\3794.npy,hello
../features\3795.npy,hello
../features\3796.npy,hello
../features\3797.npy,thank
../features\3798.npy,thank
../features\3799.npy,thank
../features\3800.npy,thank
../features\3801.npy,thank
../features\3802.npy,thank
../features\3803.npy,thank
../features\3804.npy,you
../features\3805.npy,you
../features\3806.npy,you
../features\3807.npy,you
../features\3808.npy,you
../features\3809.npy,you
../features\3810.npy,you
../features\3811.npy,please
../features\3812.npy,please
../features\3813.npy,please
../features\3814.npy,please
../features\3815.npy,please
../features\3816.npy,please
../features\3817.npy,please
../features\3818.npy,good
../features\3819.npy,good
../features\3820.npy,good
../features\3821.npy,good
../features\3822.npy,good
../features\3823.npy,good
../features\3824.npy,good
../features\3825.npy,morning
../features\3826.npy,morning
../features\3827.npy,morning
../features\3828.npy,morning
../features\3829.npy,morning
../features\3830.npy,morning
../features\3831.npy,morning
../features\3832.npy,yes
../features\3833.npy,yes
../features\3834.npy,yes
../features\3835.npy,yes
../features\3836.npy,yes
../features\3837.npy,yes
../features\3838.npy,yes
../features\3839.npy,no
../features\3840.npy,no
../features\3841.npy,no
../features\3842.npy,no
../features\3843.npy,no
../features\3844.npy,no
../features\3845.npy,no
../features\3846.npy,hello
../features\3847.npy,hello
../features\3848.npy,hello
../features\3849.npy,hello
../features\3850.npy,hello
../features\3851.npy,hello
../features\3852.npy,hello
../features\3853.npy,thank
../features\3854.npy,thank
../features\3855.npy,thank
../features\3856.npy,thank
../features\3857.npy,thank
../features\3858.npy,thank
../features\3859.npy,thank
../features\3860.npy,you
../features\3861.npy,you
../features\3862.npy,you
../features\3863.npy,you
../features\3864.npy,you
../features\3865.npy,you
../features\3866.npy,you
../features\3867.npy,please
../features\3868.npy,please
../features\3869.npy,please
../features\3870.npy,please
../features\3871.npy,please
../features\3872.npy,please
../features\3873.npy,please
../features\3874.npy,good
../features\3875.npy,good
../features\3876.npy,good
../features\3877.npy,good
../features\3878.npy,good
../features\3879.npy,good
../features\3880.npy,good
../features\3881.npy,morning
../features\3882.npy,morning
../features\3883.npy,morning
../features\3884.npy,morning
../features\3885.npy,morning
../features\3886.npy,morning
../features\3887.npy,morning
../features\3888.npy,yes
../features\3889.npy,yes
../features\3890.npy,yes
../features\3891.npy,yes
../features\3892.npy,yes
../features\3893.npy,yes
../features\3894.npy,yes
../features\3895.npy,no
../features\3896.npy,no
../features\3897.npy,no
../features\3898.npy,no
../features\3899.npy,no
../features\3900.npy,no
../features\3901.npy,no
../features\3902.npy,hello
../features\3903.npy,hello
../features\3904.npy,hello
../features\3905.npy,hello
../features\3906.npy,hello
../features\3907.npy,hello
../features\3908.npy,hello
../features\3909.npy,thank
../features\3910.npy,thank
../features\3911.npy,thank
../features\3912.npy,thank
../features\3913.npy,thank
../features\3914.npy,thank
../features\3915.npy,thank
../features\3916.npy,you
../features\3917.npy,you
../features\3918.npy,you
../features\3919.npy,you
../features\3920.npy,you
../features\3921.npy,you
../features\3922.npy,you
../features\3923.npy,please
../features\3924.npy,please
../features\3925.npy,please
../features\3926.npy,please
../features\3927.npy,please
../features\3928.npy,please
../features\3929.npy,please
../features\3930.npy,good
../features\3931.npy,good
../features\3932.npy,good
../features\3933.npy,good
../features\3934.npy,good
../features\3935.npy,good
../features\3936.npy,good
../features\3937.npy,morning
../features\3938.npy,morning
../features\3939.npy,morning
../features\3940.npy,morning
../features\3941.npy,morning
../features\3942.npy,morning
../features\3943.npy,morning
../features\3944.npy,yes
../features\3945.npy,yes
../features\3946.npy,yes
../features\3947.npy,yes
../features\3948.npy,yes
../features\3949.npy,yes
../features\3950.npy,yes
../features\3951.npy,no
../features\3952.npy,no
../features\3953.npy,no
../features\3954.npy,no
../features\3955.npy,no
../features\3956.npy,no
../features\3957.npy,no
../features\3958.npy,hello
../features\3959.npy,hello
../features\3960.npy,hello
../features\3961.npy,hello
../features\3962.npy,hello
../features\3963.npy,hello
../features\3964.npy,hello
../features\3965.npy,thank
../features\3966.npy,thank
../features\3967.npy,thank
../features\3968.npy,thank
../features\3969.npy,thank
../features\3970.npy,thank
../features\3971.npy,thank
../features\3972.npy,you
../features\3973.npy,you
../features\3974.npy,you
../features\3975.npy,you
../features\3976.npy,you
../features\3977.npy,you
../features\3978.npy,you
../features\3979.npy,please
../features\3980.npy,please
../features\3981.npy,please
../features\3982.npy,please
../features\3983.npy,please
../features\3984.npy,please
../features\3985.npy,please
../features\3986.npy,good
../features\3987.npy,good
../features\3988.npy,good
../features\3989.npy,good
../features\3990.npy,good
../features\3991.npy,good
../features\3992.npy,good
../features\3993.npy,morning
../features\3994.npy,morning
../features\3995.npy,morning
../features\3996.npy,morning
../features\3997.npy,morning
../features\3998.npy,morning
../features\3999.npy,morning
../features\4000.npy,yes
../features\4001.npy,yes
../features\4002.npy,yes
../features\4003.npy,yes
../features\4004.npy,yes
../features\4005.npy,yes
../features\4006.npy,yes
../features\4007.npy,no
../features\4008.npy,no
../features\4009.npy,no
../features\4010.npy,no
../features\4011.npy,no
../features\4012.npy,no
../features\4013.npy,no
../features\4014.npy,hello
../features\4015.npy,hello
../features\4016.npy,hello
../features\4017.npy,hello
../features\4018.npy,hello
../features\4019.npy,hello
../features\4020.npy,hello
../features\4021.npy,thank
../features\4022.npy,thank
../features\4023.npy,thank
../features\4024.npy,thank
../features\4025.npy,thank
../features\4026.npy,thank
../features\4027.npy,thank
../features\4028.npy,you
../features\4029.npy,you
../features\4030.npy,you
../features\4031.npy,you
../features\4032.npy,you
../features\4033.npy,you
../features\4034.npy,you
../features\4035.npy,please
../features\4036.npy,please
../features\4037.npy,please
../features\4038.npy,please
../features\4039.npy,please
../features\4040.npy,please
../features\4041.npy,please
../features\4042.npy,good
../features\4043.npy,good
../features\4044.npy,good
../features\4045.npy,good
../features\4046.npy,good
../features\4047.npy,good
../features\4048.npy,good
../features\4049.npy,morning
../features\4050.npy,morning
../features\4051.npy,morning
../features\4052.npy,morning
../features\4053.npy,morning
../features\4054.npy,morning
../features\4055.npy,morning
../features\4056.npy,yes
../features\4057.npy,yes
../features\4058.npy,yes
../features\4059.npy,yes
../features\4060.npy,yes
../features\4061.npy,yes
../features\4062.npy,yes
../features\4063.npy,no
../features\4064.npy,no
../features\4065.npy,no
../features\4066.npy,no
../features\4067.npy,no
../features\4068.npy,no
../features\4069.npy,no
../features\4070.npy,hello
../features\4071.npy,hello
../features\4072.npy,hello
../features\4073.npy,hello
../features\4074.npy,hello
../features\4075.npy,hello
../features\4076.npy,hello
../features\4077.npy,thank
../features\4078.npy,thank
../features\4079.npy,thank
../features\4080.npy,thank
../features\4081.npy,thank
../features\4082.npy,thank
../features\4083.npy,thank
../features\4084.npy,you
../features\4085.npy,you
../features\4086.npy,you
../features\4087.npy,you
../features\4088.npy,you
../features\4089.npy,you
../features\4090.npy,you
../features\4091.npy,please
../features\4092.npy,please
../features\4093.npy,please
../features\4094.npy,please
../features\4095.npy,please
../features\4096.npy,please
../features\4097.npy,please
../features\4098.npy,good
../features\4099.npy,good
../features\4100.npy,good
../features\4101.npy,good
../features\4102.npy,good
../features\4103.npy,good
../features\4104.npy,good
../features\4105.npy,morning
../features\4106.npy,morning
../features\4107.npy,morning
../features\4108.npy,morning
../features\4109.npy,morning
../features\4110.npy,morning
../features\4111.npy,morning
../features\4112.npy,yes
../features\4113.npy,yes
../features\4114.npy,yes
../features\4115.npy,yes
../features\4116.npy,yes
../features\4117.npy,yes
../features\4118.npy,yes
../features\4119.npy,no
../features\4120.npy,no
../features\4121.npy,no
../features\4122.npy,no
../features\4123.npy,no
../features\4124.npy,no
../features\4125.npy,no
../features\4126.npy,hello
../features\4127.npy,hello
../features\4128.npy,hello
../features\4129.npy,hello
../features\4130.npy,hello
../features\4131.npy,hello
../features\4132.npy,hello
../features\4133.npy,thank
../features\4134.npy,thank
../features\4135.npy,thank
../features\4136.npy,thank
../features\4137.npy,thank
../features\4138.npy,thank
../features\4139.npy,thank
../features\4140.npy,you
../features\4141.npy,you
../features\4142.npy,you
../features\4143.npy,you
../features\4144.npy,you
../features\4145.npy,you
../features\4146.npy,you
../features\4147.npy,please
../features\4148.npy,please
../features\4149.npy,please
../features\4150.npy,please
../features\4151.npy,please
../features\4152.npy,please
../features\4153.npy,please
../features\4154.npy,good
../features\4155.npy,good
../features\4156.npy,good
../features\4157.npy,good
../features\4158.npy,good
../features\4159.npy,good
../features\4160.npy,good
../features\4161.npy,morning
../features\4162.npy,morning
../features\4163.npy,morning
../features\4164.npy,morning
../features\4165.npy,morning
../features\4166.npy,morning
../features\4167.npy,morning
../features\4168.npy,yes
../features\4169.npy,yes
../features\4170.npy,yes
../features\4171.npy,yes
../features\4172.npy,yes
../features\4173.npy,yes
../features\4174.npy,yes
../features\4175.npy,no
../features\4176.npy,no
../features\4177.npy,no
../features\4178.npy,no
../features\4179.npy,no
../features\4180.npy,no
../features\4181.npy,no
../features\4182.npy,hello
../features\4183.npy,hello
../features\4184.npy,hello
../features\4185.npy,hello
../features\4186.npy,hello
../features\4187.npy,hello
../features\4188.npy,hello
../features\4189.npy,thank
../features\4190.npy,thank
../features\4191.npy,thank
../features\4192.npy,thank
../features\4193.npy,thank
../features\4194.npy,thank
../features\4195.npy,thank
../features\4196.npy,you
../features\4197.npy,you
../features\4198.npy,you
../features\4199.npy,you
../features\4200.npy,you
../features\4201.npy,you
../features\4202.npy,you
../features\4203.npy,please
../features\4204.npy,please
../features\4205.npy,please
../features\4206.npy,please
../features\4207.npy,please
../features\4208.npy,please
../features\4209.npy,please
../features\4210.npy,good
../features\4211.npy,good
../features\4212.npy,good
../features\4213.npy,good
../features\4214.npy,good
../features\4215.npy,good
../features\4216.npy,good
../features\4217.npy,morning
../features\4218.npy,morning
../features\4219.npy,morning
../features\4220.npy,morning
../features\4221.npy,morning
../features\4222.npy,morning
../features\4223.npy,morning
../features\4224.npy,yes
../features\4225.npy,yes
../features\4226.npy,yes
../features\4227.npy,yes
../features\4228.npy,yes
../features\4229.npy,yes
../features\4230.npy,yes
../features\4231.npy,no
../features\4232.npy,no
../features\4233.npy,no
../features\4234.npy,no
../features\4235.npy,no
../features\4236.npy,no
../features\4237.npy,no
../features\4238.npy,hello
../features\4239.npy,hello
../features\4240.npy,hello
../features\4241.npy,hello
../features\4242.npy,hello
../features\4243.npy,hello
../features\4244.npy,hello
../features\4245.npy,thank
../features\4246.npy,thank
../features\4247.npy,thank
../features\4248.npy,thank
../features\4249.npy,thank
../features\4250.npy,thank
../features\4251.npy,thank
../features\4252.npy,you
../features\4253.npy,you
../features\4254.npy,you
../features\4255.npy,you
../features\4256.npy,you
../features\4257.npy,you
../features\4258.npy,you
../features\4259.npy,please
../features\4260.npy,please
../features\4261.npy,please
../features\4262.npy,please
../features\4263.npy,please
../features\4264.npy,please
../features\4265.npy,please
../features\4266.npy,good
../features\4267.npy,good
../features\4268.npy,good
../features\4269.npy,good
../features\4270.npy,good
../features\4271.npy,good
../features\4272.npy,good
../features\4273.npy,morning
../features\4274.npy,morning
../features\4275.npy,morning
../features\4276.npy,morning
../features\4277.npy,morning
../features\4278.npy,morning
../features\4279.npy,morning
../features\4280.npy,yes
../features\4281.npy,yes
../features\4282.npy,yes
../features\4283.npy,yes
../features\4284.npy,yes
../features\4285.npy,yes
../features\4286.npy,yes
../features\4287.npy,no
../features\4288.npy,no
../features\4289.npy,no
../features\4290.npy,no
../features\4291.npy,no
../features\4292.npy,no
../features\4293.npy,no
../features\4294.npy,hello
../features\4295.npy,hello
../features\4296.npy,hello
../features\4297.npy,hello
../features\4298.npy,hello
../features\4299.npy,hello
../features\4300.npy,hello
../features\4301.npy,thank
../features\4302.npy,thank
../features\4303.npy,thank
../features\4304.npy,thank
../features\4305.npy,thank
../features\4306.npy,thank
../features\4307.npy,thank
../features\4308.npy,you
../features\4309.npy,you
../features\4310.npy,you
../features\4311.npy,you
../features\4312.npy,you
../features\4313.npy,you
../features\4314.npy,you
../features\4315.npy,please
../features\4316.npy,please
../features\4317.npy,please
../features\4318.npy,please
../features\4319.npy,please
../features\4320.npy,please
../features\4321.npy,please
../features\4322.npy,good
../features\4323.npy,good
../features\4324.npy,good
../features\4325.npy,good
../features\4326.npy,good
../features\4327.npy,good
../features\4328.npy,good
../features\4329.npy,morning
../features\4330.npy,morning
../features\4331.npy,morning
../features\4332.npy,morning
../features\4333.npy,morning
../features\4334.npy,morning
../features\4335.npy,morning
../features\4336.npy,yes
../features\4337.npy,yes
../features\4338.npy,yes
../features\4339.npy,yes
../features\4340.npy,yes
../features\4341.npy,yes
../features\4342.npy,yes
../features\4343.npy,no
../features\4344.npy,no
../features\4345.npy,no
../features\4346.npy,no
../features\4347.npy,no
../features\4348.npy,no
../features\4349.npy,no
../features\4350.npy,hello
../features\4351.npy,hello
../features\4352.npy,hello
../features\4353.npy,hello
../features\4354.npy,hello
../features\4355.npy,hello
../features\4356.npy,hello
../features\4357.npy,thank
../features\4358.npy,thank
../features\4359.npy,thank
../features\4360.npy,thank
../features\4361.npy,thank
../features\4362.npy,thank
../features\4363.npy,thank
../features\4364.npy,you
../features\4365.npy,you
../features\4366.npy,you
../features\4367.npy,you
../features\4368.npy,you
../features\4369.npy,you
../features\4370.npy,you
../features\4371.npy,please
../features\4372.npy,please
../features\4373.npy,please
../features\4374.npy,please
../features\4375.npy,please
../features\4376.npy,please
../features\4377.npy,please
../features\4378.npy,good
../features\4379.npy,good
../features\4380.npy,good
../features\4381.npy,good
../features\4382.npy,good
../features\4383.npy,good
../features\4384.npy,good
../features\4385.npy,morning
../features\4386.npy,morning
../features\4387.npy,morning
../features\4388.npy,morning
../features\4389.npy,morning
../features\4390.npy,morning
../features\4391.npy,morning
../features\4392.npy,yes
../features\4393.npy,yes
../features\4394.npy,yes
../features\4395.npy,yes
../features\4396.npy,yes
../features\4397.npy,yes
../features\4398.npy,yes
../features\4399.npy,no
../features\4400.npy,no
../features\4401.npy,no
../features\4402.npy,no
../features\4403.npy,no
../features\4404.npy,no
../features\4405.npy,no
../features\4406.npy,hello
../features\4407.npy,hello
../features\4408.npy,hello
../features\4409.npy,hello
../features\4410.npy,hello
../features\4411.npy,hello
../features\4412.npy,hello
../features\4413.npy,thank
../features\4414.npy,thank
../features\4415.npy,thank
../features\4416.npy,thank
../features\4417.npy,thank
../features\4418.npy,thank
../features\4419.npy,thank
../features\4420.npy,you
../features\4421.npy,you
../features\4422.npy,you
../features\4423.npy,you
../features\4424.npy,you
../features\4425.npy,you
../features\4426.npy,you
../features\4427.npy,please
../features\4428.npy,please
../features\4429.npy,please
../features\4430.npy,please
../features\4431.npy,please
../features\4432.npy,please
../features\4433.npy,please
../features\4434.npy,good
../features\4435.npy,good
../features\4436.npy,good
../features\4437.npy,good
../features\4438.npy,good
../features\4439.npy,good
../features\4440.npy,good
../features\4441.npy,morning
../features\4442.npy,morning
../features\4443.npy,morning
../features\4444.npy,morning
../features\4445.npy,morning
../features\4446.npy,morning
../features\4447.npy,morning
